18	80	87	66
18	81	69	74
18	82	82	79
18	83	67	69
18	84	66	37
18	85	31	36
18	86	62	39
18	87	71	36
18	88	62	75
18	89	67	34
18	90	69	72
18	91	40	80
18	92	61	83
18	93	56	67
18	94	56	48
18	95	.	.
18	96	67	58
18	97	58	47
18	98	65	60
18	99	72	58
18	100	81	42
18	101	70	29
18	102	36	34
18	103	70	37
18	104	66	73
18	105	68	32
18	106	63	41
18	107	60	70
18	108	63	61
18	109	67	60
18	110	66	57
18	111	61	62
18	112	63	50
18	113	66	31
18	114	70	66
18	115	69	59
18	116	64	79
18	117	61	35
18	118	61	58
18	119	67	42
18	120	.	.
20	1	64	69
20	2	28	32
20	3	63	77
20	4	67	72
20	5	22	35
20	6	.	.
20	7	21	26
20	8	26	24
20	9	.	.
20	10	33	20
20	11	78	24
20	12	38	27
20	13	31	36
20	14	59	60
20	15	52	61
20	16	73	72
20	17	.	.
20	18	64	72
20	19	62	75
20	20	30	29
20	21	57	50
20	22	33	32
20	23	32	34
20	24	35	37
20	25	.	.
